N,P,K,temperature,humidity,ph,fertilizers
42,65,36,33.8642935,61.57072498,6.573531614,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
53,66,29,32.84213012,68.68401492,7.543804223,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
42,79,27,27.10053268,63.36085585,6.5408208,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
36,80,34,25.65842532,61.18235808,7.22405917,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
36,62,23,32.34744009,66.61452812,7.551364319,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
57,40,34,29.58949031,68.32176769,6.928898659,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
23,45,33,30.91219459,68.79427388,7.747775263,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
27,63,20,28.12787838,64.2097765,6.706505915,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
34,80,16,30.08545364,69.34811988,6.668238556,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
48,51,5,31.74379487,62.51007687,7.332375138,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
44,41,21,27.81326852,62.50460464,7.596802025,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
41,61,14,32.88733849,64.59457409,7.70650895,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
36,78,31,29.36358721,64.98742947,7.366542647,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
20,47,18,27.82592799,67.5861883,6.919243702,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
56,77,12,28.49538735,60.44848407,7.187721818,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
22,41,1,27.74274761,68.53997144,7.075886472,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
26,69,16,30.41588462,67.66323804,6.74441168,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
35,49,21,27.3254209,69.09047809,6.726469088,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
22,61,13,30.28496619,61.69295127,6.628264883,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
31,69,10,28.56840626,61.53278622,7.127064207,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
25,69,23,25.36586097,66.6379724,7.538631462,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
29,74,17,34.9466155,65.26774011,7.162357641,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
49,42,3,25.09737391,67.72837887,6.859409487,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
36,61,38,32.47648301,64.34848735,7.397190844,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
32,79,27,33.86351172,68.59232289,6.880245789,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
29,62,36,25.19857725,60.37332688,6.581313137,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
31,40,21,31.77681682,69.01852894,7.296972161,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
45,49,15,34.89814946,63.59948557,6.97297656,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
23,55,20,31.74105409,68.63525428,7.241148507,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
38,62,10,27.16159076,66.76017239,6.92009048,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
46,77,21,26.23773129,67.88521396,7.504608385,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
36,61,20,30.20157245,60.06534859,7.152272256,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
48,43,2,31.55846339,67.83563765,7.137004749,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
50,44,7,29.67892453,69.0854554,6.808041722,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
55,44,25,27.05365239,67.7017527,7.393631868,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
45,45,8,34.63880966,61.38597868,7.69950698,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
39,79,23,33.39438752,62.93692886,6.602888249,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
39,56,22,28.84079155,63.37230676,6.734447425,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
60,55,33,31.49338309,63.0563645,6.521217963,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
52,65,27,25.54960633,63.95425534,7.707332484,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
42,51,10,34.37329112,69.69366426,6.596719015,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
58,60,34,34.6008247,63.11296779,7.403623355,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
50,51,21,29.43463808,64.94329356,7.517097,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
45,49,24,29.10713092,67.90577375,7.17620823,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
32,41,35,28.57006111,65.71765781,6.593961761,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
50,72,23,27.54384835,69.3478631,7.143942758,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
52,77,20,33.04687968,68.93875631,6.690655045,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
22,53,15,33.95309131,69.96100028,7.423530351,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
37,76,20,30.11873003,60.11680815,6.578714843,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
58,69,3,29.57812712,66.17587668,7.497469256,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
53,60,36,27.26458947,68.01232937,7.775306272,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
38,69,17,31.35730791,64.24992106,7.322555223,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
28,74,28,31.52104732,66.55723677,7.580527339,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
55,50,7,29.39982732,64.25510719,7.108450121,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
46,69,1,29.38400259,64.14928485,7.358974541,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
40,58,0,28.38686534,61.88871127,7.405176138,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
32,68,4,28.47442276,63.53604453,6.500144962,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
38,43,35,30.64095781,61.14508627,7.167435834,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
33,63,9,25.25596239,61.36669662,7.261791753,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
51,73,17,32.97030511,60.18122078,7.586642101,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
42,54,15,33.66855394,66.60416867,7.534811833,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
41,42,36,32.83963757,67.99803573,7.251000789,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
22,59,3,27.45853567,62.90020977,6.513620918,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
52,67,10,25.68576704,69.84354028,7.121254928,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
47,71,32,30.0328403,64.14800537,7.574561547,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
40,40,40,28.20667264,68.27085245,7.350869792,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
55,64,37,28.27265858,61.18956161,7.513151076,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
44,71,38,28.5417236,64.2020154,7.025607706,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
40,57,0,26.87187036,61.61367264,6.804253866,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
46,68,25,32.79766751,68.77994074,7.163043872,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
31,52,4,26.42333018,64.51136845,7.338929556,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
41,50,23,29.79181107,63.38789228,6.621323612,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
40,76,1,27.44003279,67.10464369,6.661870999,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
40,70,36,34.1262979,65.14877461,7.733149554,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
38,44,12,30.94908189,64.23364112,7.402891666,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
33,80,21,28.75751783,61.02701476,6.599147298,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
60,55,30,27.24766491,66.10123083,7.04174124,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
57,80,29,28.63005477,66.770943,7.353876754,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
54,61,29,26.41768321,63.64698302,7.026795359,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
59,44,6,32.81705216,66.15665137,6.814301033,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
48,67,35,29.6321052,65.91359954,7.42160832,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
20,63,0,33.49077065,62.73317204,6.847382891,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
37,65,11,31.86847286,66.74217464,7.191522601,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
51,71,37,30.32992227,65.62971858,7.01285529,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
39,79,29,28.546224,66.31394098,7.368318809,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
52,55,15,30.02629908,67.88811637,7.26154329,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
28,49,10,31.65531175,60.13263713,6.52669158,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
52,46,4,30.33499674,63.54718862,6.872594461,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
31,63,14,33.36984395,65.67718163,6.874142175,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
20,53,19,31.4345059,62.99303471,7.76061831,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
22,76,18,27.71678273,63.29103387,6.781841984,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
46,47,8,32.63918668,61.3009051,7.326980454,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
53,72,40,32.7477393,67.77954584,7.453975408,"Apply 25 kg N, 50 kg P2O5, 25 kg K2O before sowing the seeds and add 1% Urea and 2% DAP after 30-45days"
34,61,30,28.05153602,63.49802189,7.604110177,1
24,57,7,19.44084326,63.27771461,7.728832424,2
32,45,36,29.84823072,60.63872613,7.491217102,3
3,49,13,21.36383757,69.92375891,6.633864582,4
25,40,0,26.28663931,68.51966729,7.324863481,5
0,58,9,22.17499963,62.13873825,6.410441476,6
18,70,35,26.57597546,60.97876599,7.836719564,7
25,72,39,26.58972517,66.14007674,6.139215944,8
19,49,37,19.1345771,62.57526895,6.590571088,9
23,76,18,28.75273118,69.15640149,7.286049978,10
35,66,33,25.78746268,60.2816298,6.058306161,11
27,57,29,23.89271875,61.78779413,6.658605362,12
13,40,35,28.67408774,63.18832976,7.299360767,13
29,71,33,28.42062847,61.77336343,7.815210661,14
2,69,38,21.35499456,62.60136323,5.925391795,15
38,53,24,21.12695586,63.18738532,6.403683619,16
2,53,5,24.02037872,61.62313345,7.397546271,17
7,50,31,25.40474421,65.8567539,7.722335992,18
36,62,16,29.03017561,64.49166566,7.475926645,19
22,67,18,20.21368219,68.65257685,6.887130053,20
20,41,27,29.19585548,68.01965728,7.441976825,21
28,58,27,18.29783597,69.6897615,7.629910253,22
32,77,9,27.41434987,63.41785982,7.336117221,23
5,48,36,24.84063998,60.09116626,6.75020529,24
9,59,4,29.94413861,67.31323084,7.52178027,25
29,75,15,25.87990287,67.55109024,6.347379185,26
26,40,11,20.0467711,65.84395319,7.135251532,27
0,62,35,22.99451999,66.70897237,7.670178119,28
36,66,16,25.13163619,66.92642362,7.399749291,29
28,42,20,28.49584395,62.44616219,7.841496029,30
9,70,39,18.28766124,69.48515056,6.254216611,31
40,44,37,24.38041875,61.18458224,6.868881708,32
21,75,28,21.31852148,66.43934593,7.320514721,33
20,72,18,18.54141834,62.70637578,6.296976913,34
14,72,13,25.28710601,60.85993533,7.241151936,35
2,80,16,25.43459777,69.12613376,7.685959305,36
29,46,29,28.83600962,69.76112921,6.890760124,37
37,55,24,27.37659643,63.93927841,6.155915975,38
38,80,34,28.31886863,60.19461399,6.167855382,39
11,71,20,27.4818649,62.04814951,6.861640036,40
33,69,11,18.28072173,68.10365387,6.978361689,41
17,51,34,27.61204997,69.29786244,7.043160241,42
35,67,21,23.43974653,63.22011726,5.94239222,43
26,70,32,20.95628486,63.68128841,7.239455147,44
2,54,0,23.7937153,68.03209183,6.516317561,45
2,75,6,22.6371424,65.44544859,6.233269045,46
29,45,33,21.53577883,65.47227704,7.505283615,47
27,62,29,29.87854588,65.73085206,6.950300686,48
14,50,27,25.2653291,67.10004577,6.958054839,49
13,65,27,25.17885316,68.93307305,6.54803469,50
37,61,21,24.12192608,61.09533545,6.461618577,51
20,51,22,23.33565221,67.40460704,7.065264073,52
33,53,38,21.74600081,63.39503184,6.765091462,53
18,51,22,27.60195453,63.46170674,5.91645379,54
11,52,0,24.388717,62.50453062,6.711341147,55
28,76,13,24.98287462,66.895409,6.379881442,56
32,50,0,28.234829,69.3159965,6.313284268,57
15,65,16,26.03026959,69.55863145,7.393210848,58
5,71,23,28.04849594,64.07691942,7.504930973,59
12,52,27,24.87425505,64.00213929,7.198076286,60
18,42,25,23.97081395,62.35557553,7.007037515,61
0,52,21,20.06003985,67.76252583,6.677262562,62
32,51,18,19.59221047,61.28633405,6.74398035,63
2,68,32,29.77013109,66.29327012,6.547361618,64
28,47,18,27.52135365,60.53657684,6.551577598,65
37,41,40,25.62896213,63.14909763,6.585020303,66
9,58,15,20.39078312,60.47528931,6.924042372,67
3,69,20,25.39038396,60.4989659,7.437373666,68
0,59,20,24.91079638,60.71367427,7.142611056,69
32,42,3,27.70496805,63.20915034,7.74672376,70
13,64,2,18.06486101,65.1034354,6.300479414,71
15,46,31,18.13027797,62.45851612,6.078724107,72
0,51,33,23.82723528,67.89815262,6.76660668,73
12,78,15,23.19305333,62.74710773,7.641024177,74
16,45,15,25.08966129,68.17543102,6.559681838,75
32,72,10,25.86928193,61.88321072,7.072923306,76
32,44,3,18.43966037,68.05394959,7.732194788,77
39,63,10,27.14911056,67.02664337,6.157782589,78
33,69,31,23.33375853,64.50515776,7.240988401,79
0,50,8,26.7230014,62.96841833,6.898905799,80
23,72,4,19.55750776,64.45268309,6.818681086,81
15,74,30,26.13708256,66.7729209,6.261937875,82
18,62,18,27.99990346,65.57653373,6.493036868,83
2,70,31,29.05941162,62.10652364,7.042474679,84
32,64,23,25.71269843,64.1123333,7.692013657,85
13,52,22,21.79792649,63.73086065,6.250994223,86
12,43,0,24.70626432,60.26854183,6.052184881,87
8,53,16,20.94981756,65.8108757,7.002216044,88
30,60,18,24.84918386,68.98088448,7.272427638,89
7,77,14,21.91041045,65.21662467,5.962001484,90
21,80,16,25.93381964,68.70533022,7.080506001,91
